XPosition	ZPosition	FieldIntegral	TrajAngle
-0.5411638088692912	3.83300860862806	20.81194070220945	3.436139401614772
-0.7281974624476724	3.771100906749759	23.84944429510294	3.48539820231763
-0.9111664540577263	3.700836224672982	26.59436428145668	3.534401403694632
-1.090457982472421	3.621327460004519	29.07140641182288	3.583436148084819
-1.265362592309908	3.532397513240633	30.99581067983667	3.632496489421032
-1.436699007903128	3.435887891101202	32.61627499105686	3.681667164285505
-1.602684038325086	3.330957800237702	33.98584537166915	3.73076456186902
-1.762951742001177	3.218120189368507	34.5720972847729	3.779769308143188
-1.917618108695886	3.096907191714154	35.23393037456602	3.828901083318623
-2.06613415055782	2.968662732495305	35.39230997810608	3.877965435449668
-2.208788105097399	2.833712202130553	35.58619653243978	3.927063161872869
-2.344255454253702	2.691696625279842	35.64259810870045	3.976129240747313
-2.472597213452323	2.542565237540805	35.32167482652726	4.025317495931059
-2.592927752826989	2.387822658197281	34.58294786001543	4.074326175862213
-2.705955546074926	2.227181990175255	33.88391679439086	4.123436718056503
-2.81141395274742	2.061841454082622	32.57334716509735	4.172465866771756
-2.90749720317115	1.891066693798706	31.17811143391141	4.221454446387325
-2.996438174998607	1.714935602143539	29.43020579484267	4.270786337200215
-3.075647224027644	1.535465426144423	26.86980948761336	4.319832952725756
-3.146170447654994	1.352704475992168	24.2526324791149	4.36881188387435
-3.20804284666374	1.165951659512657	21.24922176198345	4.417999411840228
-3.260504597798325	0.976418242411915	17.81243703516533	4.467166693969286
-3.304120206979732	0.7854314234951374	14.33103591984995	4.516139710946986
-3.3379418962525	0.5924060436873806	11.04725576145175	4.565122007262957
-3.363697731225766	0.397206857171918	7.56845398869448	4.614321463919058
-3.376455090388144	0.201236633452948	3.29743038072967	4.663394425213918
-3.380144333798978	0.004997598271739448	0.2092841817042285	-1.570727661529495
-3.376278425061407	-0.1909902579935698	-2.851758861715409	-1.521725177309646
-3.363824670500073	-0.3873165497756024	-7.27533172558996	-1.472569270435841
-3.338077670688413	-0.5818634073731943	-10.70111319966214	-1.423533860293378
-3.303939614914503	-0.7755398889930432	-14.08735052285044	-1.374378173740344
-3.260624174437958	-0.967095461544204	-17.54697335517902	-1.325285041226523
-3.207921797497172	-1.155958917180736	-20.97853420688038	-1.276265969477814
-3.145985438008961	-1.342033182455585	-24.01507947475245	-1.227233485323326
-3.075578355125065	-1.525546442249759	-26.66715760903101	-1.178089223356199
-2.996197549192406	-1.705262888741659	-29.12580316398602	-1.128970946919156
-2.907308266786625	-1.880895303882364	-30.88905242839771	-1.079757253052637
-2.811221580466715	-2.051845030433364	-32.30684863508792	-1.030730976189564
-2.705821244165946	-2.21746174062291	-33.45681796079174	-0.9816540701547596
-2.592676328489934	-2.377754930322324	-34.06817992445674	-0.9326003333732076
-2.472396987694633	-2.532571268103105	-34.70450006367961	-0.8835866959949485
-2.344065045342242	-2.681252742583925	-35.02840122091936	-0.8344859790551231
-2.208484991338667	-2.823940735110403	-35.16528022397885	-0.7852802867491895
-2.065888616328503	-2.958694985344396	-35.16808154904146	-0.7362304542741032
-1.917358830881847	-3.086387096369422	-34.9129983933399	-0.6872544434346359
-1.762713079564221	-3.208202432579622	-34.66626841282506	-0.6380354002089113
-1.602362272558516	-3.320936381407432	-33.89650184561944	-0.5890323695143738
-1.436452491989188	-3.42561774756659	-32.81272672139518	-0.5399863795046014
-1.264994536387088	-3.521952403438937	-31.62545969485769	-0.4908109535659912
-1.090080109703372	-3.610982330926871	-29.66431230102264	-0.4417367867396025
-0.9108476333450259	-3.690614844394617	-27.30426297327142	-0.3927042003164176
-0.727755629199158	-3.761281903579144	-24.60375806291044	-0.3436404326570621
-0.5407864269425529	-3.822738465093448	-21.64165904670238	-0.2944365546442884
-0.3518845157383174	-3.875125457217715	-18.37478724868211	-0.2454263979048041
-0.1602105558764264	-3.917906937198681	-14.54273501302907	-0.1963257056695975
0.03368253805323521	-3.952435099022555	-11.41198413555134	-0.1470910991975203
0.2281908456409354	-3.981240591500447	-8.170119823090033	-0.09798421838600735
0.4238800812820669	-3.990819881356956	-3.256868047120305	-0.04905383309838984
0.6199995209352043	-3.994647825369137	-0.2904588919658984	-1.539495603308794e-05
0.816555885413741	-3.990798567493281	2.698132380584317	0.04913242426475506
1.012433075754774	-3.981245499923562	7.673942603552333	0.09810874731497954
1.207438341908847	-3.952335118298506	10.91863338357682	0.1473416766714208
1.400462003768513	-3.917677072146457	14.07999535173876	0.1963686088611025
1.5917600542306	-3.875048017463121	17.9633771135391	0.2453712863837352
1.781094963521743	-3.822587266901597	21.254525737102	0.2944921028761311
1.967815195652851	-3.761173333114644	24.24900210403376	0.3436348352223133
2.150472238342565	-3.690439878127532	27.00096271554487	0.3926060120677943
2.330450643392781	-3.610874534502714	29.37262059355555	0.4418044279153734
2.506056364292821	-3.521821292004983	31.37931896340875	0.4910335980740792
2.676136149043076	-3.425504268678975	32.51560946380682	0.5399069231993832
2.841990313452236	-3.320701154866658	33.87377271916412	0.5889623174068684
3.003270095426597	-3.207918895848038	34.55470990938425	0.6381649213539146
3.157480885288069	-3.086187134921325	34.87792949160877	0.68728613456831
3.306322619655066	-2.958523700394647	35.0812033461523	0.7363169706098687
3.448356603092458	-2.823723141115968	35.29611102595586	0.7852744449959643
3.584440487454766	-2.681027785954816	35.07782157107672	0.8345701565560291
3.712209547392075	-2.532417615699696	34.88032629166235	0.8835672833590394
3.833299268201021	-2.37731237969878	34.44881973201743	0.9327637649466611
3.946071219531099	-2.21715689002765	33.81853084292938	0.9817351804666122
4.051029722583352	-2.051363986465241	32.6488021417839	1.030793747103653
4.147993203607931	-1.88037163218689	31.25884078571585	1.079939029719928
4.236258588173033	-1.704826926712445	29.33794391778046	1.129062929689568
4.31576338832613	-1.525425147662035	27.09140476756641	1.178123248843522
4.386482910972676	-1.341660708951962	24.41689185778639	1.227352763484624
4.448420742987822	-1.155656520797034	21.23329808662752	1.27636564189497
4.500309794861094	-0.9667492103273717	18.02085936482393	1.325342478351929
4.543811226668295	-0.7751674154894199	14.64489309936521	1.374457263508401
4.578013242921669	-0.5813122862851503	11.07170927199833	1.423663265044693
4.603635757670579	-0.3870354672555759	7.672273756015032	1.472631530421047
4.616650431277749	-0.1907378519718917	3.230530476734341	1.521791243200087
